Year,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2025,15598086,Brown,624,France,Female,45,3,68639.57,1,1,0,168002.31,1
2025,15752838,Lucas,723,Spain,Male,38,6,0.0,2,1,1,94415.6,0
2025,15569571,Davydova,584,Germany,Female,46,6,87361.02,2,1,0,120376.87,1
2025,15679770,Smith,611,France,Female,61,3,131583.59,4,0,1,66238.23,1
2025,15709487,Freeman,668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0
2025,15755178,Ramos,660,France,Male,50,1,0.0,3,1,1,191849.15,1
2025,15634772,Mario,682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0
2025,15631310,Hsieh,537,France,Female,53,3,0.0,1,1,1,91406.62,0
2025,15771540,Fedorova,755,France,Male,38,9,148912.44,1,1,0,80416.16,0
2025,15567486,Li,634,Spain,Female,41,4,0.0,2,1,1,164549.74,0
2025,15714634,Nebechi,837,France,Male,26,4,89900.24,2,1,0,175477.03,0
2025,15727021,Obialo,727,Germany,Female,30,8,119027.28,2,1,1,137903.54,0
2025,15711834,Long,650,Spain,Female,30,6,0.0,1,0,0,67997.13,1
2025,15646566,Bell,763,France,Female,58,9,187911.55,1,0,1,35825.18,0
2025,15645463,Udinese,843,France,Female,27,5,0.0,2,1,1,67494.23,0
2025,15635240,Onuoha,553,France,Male,42,1,0.0,2,0,0,23822.04,0
2025,15775905,Moore,612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1
2025,15645942,Macleod,689,Spain,Male,40,2,0.0,2,1,1,164768.82,0
2025,15634719,Chinwendu,704,France,Male,31,0,0.0,2,1,0,183038.33,0
2025,15567333,Archambault,712,France,Female,31,7,0.0,2,1,0,170333.38,0
2025,15710450,Okwudiliolisa,848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0
2025,15790846,Ts'ai,634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0
2025,15755223,Tseng,692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0
2025,15668818,Chidubem,592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0
2025,15704844,Hsiung,550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0
2025,15616700,Leach,622,Spain,Female,41,9,0.0,2,1,1,155786.39,0
2025,15643752,Wei,540,France,Male,25,5,116160.23,1,1,0,13411.67,0
2025,15733768,Hou,600,France,Male,32,1,0.0,1,1,1,101986.16,0
2025,15729412,Holloway,682,France,Male,38,4,107192.38,1,1,1,15669.17,0
2025,15588446,Udinesi,550,Spain,Male,34,3,0.0,2,0,0,131281.28,0
2025,15665221,Nwebube,630,France,Male,26,7,129837.72,2,0,1,197001.15,0
2025,15600879,Parsons,554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0
2025,15716000,Hs?eh,638,Spain,Male,48,2,0.0,2,1,1,7919.08,0
2025,15680278,Ts'ai,661,Spain,Female,42,9,75361.44,1,1,0,27608.12,1
2025,15688637,Witt,592,France,Female,27,4,0.0,2,1,1,183569.25,0
2025,15586870,Ni,632,France,Male,27,4,193125.85,1,1,1,152665.85,0
2025,15765322,Connely,755,France,Male,23,5,84284.48,2,1,1,62851.6,0
2025,15612615,Graham,616,France,Female,37,6,0.0,2,1,0,86242.18,0
2025,15737782,Brazenor,562,France,Male,29,9,0.0,1,1,1,25858.68,0
2025,15679410,Caldwell,729,France,Female,62,4,140549.4,1,1,0,30990.16,1
2025,15635660,Rossi,612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1
2025,15591577,Moran,584,France,Male,35,3,146311.58,1,1,1,105443.47,0
2025,15630920,Du Cane,724,France,Male,34,2,154485.74,2,0,0,78560.64,0
2025,15756472,Odinakachukwu,804,France,Male,25,7,108396.67,1,1,0,128276.95,0
2025,15682890,Woronoff,745,Germany,Male,38,5,65095.41,2,1,1,140197.42,0
2025,15725698,Panicucci,520,Spain,Female,35,4,115680.81,1,1,1,90280.7,0
2025,15576760,Onodugoadiegbemma,673,Germany,Male,36,5,73088.06,2,0,0,196142.26,0
2025,15627697,Alekseyeva,662,France,Male,34,2,0.0,2,0,1,21497.27,0
2025,15639946,Sazonova,597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1
2025,15792176,Henty,698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0
2025,15627352,Bulgakov,459,Germany,Male,46,7,110356.42,1,1,0,4969.13,1
2025,15667190,Yuan,630,Spain,Female,21,1,85818.18,1,1,1,133102.3,0
2025,15766869,Uspenskaya,634,Germany,Male,37,1,89696.84,2,1,1,193179.88,0
2025,15775741,Powell,608,France,Female,28,9,0.0,2,1,1,125062.02,0
2025,15628170,Brown,565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0
2025,15701318,Poole,763,Spain,Male,67,9,148564.66,1,0,1,87236.4,0
2025,15648702,Yuriev,775,Germany,Male,70,6,119684.88,2,1,1,74532.02,0
2025,15809178,Pan,569,Germany,Female,42,9,146100.75,1,1,0,32574.01,1
2025,15806688,Manfrin,726,Spain,Female,56,8,123110.9,3,0,1,130113.78,1
2025,15681550,Lablanc,614,France,Female,41,8,121558.46,1,1,1,598.8,0
2025,15597951,Muir,471,France,Female,58,4,114713.57,1,1,1,36315.03,0
2025,15712584,Liao,670,France,Female,33,7,0.0,2,1,1,88187.81,0
2025,15641480,Sinnett,571,France,Male,32,5,131354.25,1,1,0,125256.53,0
2025,15708505,Palerma,641,Germany,Female,37,7,62974.64,2,0,1,39016.43,0
2025,15618225,Porter,741,Germany,Male,36,8,116993.43,2,1,0,168816.22,0
2025,15662098,Palmer,650,Spain,Male,41,3,128808.65,3,0,0,113677.53,1
2025,15723894,Younger,625,France,Male,45,7,137555.44,1,0,0,124607.7,0
2025,15787699,Burke,650,Germany,Male,34,4,142393.11,1,1,1,11276.48,0
2025,15658889,Watson,689,France,Male,22,4,136444.25,1,1,0,51980.25,1
2025,15667046,Tseng,694,Spain,Male,38,7,121527.4,1,1,0,113481.02,0
2025,15669957,Drake,655,Germany,Male,52,9,144696.75,1,1,1,49025.79,0
2025,15599829,Padovesi,577,France,Female,35,10,0.0,2,1,1,25161.61,0
2025,15626787,Wei,698,Spain,Female,31,8,185078.26,1,0,0,115337.74,1
2025,15566708,Chidalu,444,France,Female,45,4,0.0,2,1,0,161653.5,1
2025,15713379,Anderson,669,France,Male,26,4,0.0,2,1,1,197594.34,0
2025,15680736,Milne,597,Germany,Female,72,6,124978.19,2,1,1,7144.46,0
2025,15781702,Brookes,733,Germany,Male,38,9,111347.37,2,0,1,194872.97,0
2025,15775234,Laurie,646,France,Male,24,8,0.0,2,0,0,92612.88,0
2025,15771417,Thomas,640,France,Male,43,7,132412.38,1,0,0,69584.3,1
2025,15585100,Rioux,511,Germany,Female,40,9,124401.6,1,1,0,198814.24,1
2025,15595883,Nkemdirim,540,Germany,Male,39,4,127278.31,1,1,1,16150.34,0
2025,15663826,Brim,532,Spain,Female,66,3,0.0,1,1,1,115227.02,0
2025,15731327,Hale,652,Germany,Male,27,2,166527.88,2,0,1,146007.7,0
2025,15787529,Gray,592,Spain,Male,38,0,0.0,1,1,0,65986.48,1
2025,15615991,Udegbulam,654,France,Male,42,7,99263.09,1,1,1,67607.9,0
2025,15595388,Yeh,594,France,Female,30,10,0.0,2,1,1,124071.71,0
2025,15699550,Babbage,695,Spain,Female,34,9,0.0,2,1,1,67502.12,0
2025,15600934,Randell,758,France,Female,52,7,125095.94,1,1,0,171189.83,1
2025,15738672,Paterson,737,Germany,Female,40,2,162485.8,2,1,0,149381.32,0
2025,15768244,Macleod,538,Spain,Female,30,8,0.0,2,1,1,41192.95,0
2025,15603582,Robertson,569,Spain,Female,34,3,0.0,1,1,0,133997.53,0
2025,15667938,Hurst,628,France,Male,32,9,149136.31,2,1,1,16402.11,0
2025,15758482,Montalvo,626,France,Female,32,0,0.0,2,0,0,187172.54,0
2025,15758171,Tien,582,France,Male,20,4,0.0,1,1,1,55763.66,0
2025,15703059,Scott,549,Germany,Female,49,6,124829.16,1,0,1,93551.36,0
2025,15646196,Yeh,850,Spain,Female,36,2,155180.56,2,0,0,169415.54,0
2025,15585451,Vigano,558,Germany,Female,32,1,108262.87,1,1,1,6935.31,0
2025,15757521,Ricci,606,France,Male,35,2,132164.26,1,0,1,164815.59,0
2025,15579262,Shearston,497,France,Male,41,9,0.0,1,0,0,22074.48,0
2025,15771483,Arnold,609,France,Male,40,6,0.0,2,1,1,97416.34,0
2025,15813067,Williams,432,Germany,Female,45,3,110219.14,1,1,0,43046.7,1
2025,15659175,Severson,755,France,Female,43,9,0.0,2,1,0,18066.69,0
2025,15631848,Grover,727,France,Female,26,9,121508.28,1,1,1,146785.44,0
2025,15594084,Anderson,524,France,Male,22,9,0.0,2,1,0,74405.34,0
2025,15798824,Kennedy,671,Spain,Male,38,0,92674.94,2,1,0,3647.57,0
2025,15671591,Castiglione,439,Spain,Male,52,3,96196.24,4,1,0,198874.52,1
2025,15641640,Uspenskaya,545,Spain,Female,33,7,173331.52,1,1,0,150452.88,0
2025,15667751,Herrera,487,Spain,Female,36,1,140137.15,1,1,0,194073.33,0
2025,15774224,Nixon,613,Germany,Female,30,5,131563.88,2,1,0,170638.98,0
2025,15606836,Lombardo,782,France,Female,33,2,94493.03,1,0,1,101866.39,0
2025,15624510,Tien,696,France,Male,52,6,139781.06,1,1,0,27445.4,1
2025,15606274,Lori,594,Germany,Male,38,6,63176.44,2,1,1,14466.08,0
2025,15704987,Lu,649,France,Female,52,8,49113.75,1,1,0,41858.43,0
2025,15733883,Ward,604,France,Male,28,7,0.0,2,0,0,58595.64,0
2025,15714658,Yates,696,France,Female,33,4,0.0,2,1,1,73371.65,0
2025,15631159,H?,705,Germany,Male,41,4,72252.64,2,1,1,142514.66,0
2025,15792818,Perry,499,Germany,Female,29,6,148051.52,1,1,0,118623.94,0
2025,15776733,Wilson,638,Germany,Female,37,7,124513.66,2,1,0,158610.89,0
2025,15772798,Chikezie,711,Spain,Female,28,5,0.0,2,1,1,93959.96,0
2025,15727696,Zubareva,592,France,Male,42,1,147249.29,2,1,1,63023.02,0
2025,15793813,Onochie,774,France,Male,36,7,103688.19,1,0,1,118971.74,0
2025,15744919,Genovese,734,Spain,Female,37,0,152760.24,1,1,1,48990.5,0
2025,15814004,Fyodorova,589,France,Male,29,2,0.0,2,0,1,98320.27,0
2025,15673619,Bazhenov,530,France,Male,25,9,162560.32,1,1,0,64129.03,0
2025,15583681,Layh,616,Spain,Male,31,7,76665.71,2,1,1,163809.08,0
2025,15605000,John,550,France,Male,38,9,140278.99,3,1,1,171457.06,1
2025,15679760,Slattery,721,France,Male,46,1,115764.32,2,0,0,102950.79,0
2025,15595324,Daniels,579,Germany,Female,39,5,117833.3,3,0,0,5831.0,1
2025,15726358,Chiemenam,681,France,Male,34,7,0.0,2,0,0,130686.59,0
2025,15746737,Eames,565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0
2025,15774179,Sutherland,487,France,Male,37,6,0.0,2,1,1,126477.41,0
2025,15667265,Cavenagh,729,France,Male,39,4,121404.64,1,1,1,159618.17,0
2025,15595917,Mackay,580,France,Female,35,1,102097.33,1,0,1,168285.85,0
2025,15668385,Dellucci,642,France,Male,40,1,154863.15,1,1,1,138052.51,0
2025,15663939,Arnott,523,Germany,Male,35,8,138782.76,1,1,1,186118.93,0
2025,15636428,Sutherland,703,Spain,Female,45,1,0.0,1,1,0,182784.11,1
2025,15809823,Thurgood,491,Germany,Male,19,2,125860.2,1,0,0,129690.5,0
2025,15709441,Cocci,745,Spain,Female,59,8,0.0,1,1,1,36124.98,0
2025,15706185,Clements,596,Germany,Male,47,5,140187.1,2,1,1,174311.3,0
2025,15789863,Kazakova,683,France,Male,39,4,0.0,2,1,0,171716.81,0
2025,15660200,Mai,551,France,Male,31,1,0.0,2,1,1,185105.44,0
2025,15689237,Shaw,471,France,Female,27,4,0.0,2,1,0,122642.09,0
2025,15724423,Wilson,571,France,Female,38,6,107193.82,2,0,0,38962.94,0
2025,15675185,Chuang,697,Germany,Female,48,2,108128.96,2,1,1,103944.37,0
2025,15801247,Fan,605,Spain,Male,39,10,105317.73,2,1,0,138021.36,0
2025,15725660,Dellucci,676,France,Male,20,1,80569.73,1,0,0,68621.98,0
2025,15610403,Anderson,659,France,Male,43,1,106086.42,2,1,0,26900.63,0
2025,15617134,Iqbal,716,France,Male,38,4,0.0,2,1,0,189678.7,0
2025,15783029,Monaldo,671,France,Male,34,7,106603.74,2,1,1,26387.71,0
2025,15622833,Mahon,835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0
2025,15679651,Gardiner,783,Spain,Female,37,1,136689.66,1,1,0,197890.65,0
2025,15619087,Taylor,762,France,Male,53,1,102520.37,1,1,1,170195.4,0
2025,15791174,Leibius,540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0
2025,15762605,Wall,685,France,Male,58,1,104796.54,1,1,1,154181.41,0
2025,15697574,Stewart,582,France,Female,40,9,0.0,3,1,1,60954.45,0
2025,15579781,Buccho,806,Germany,Male,31,10,138653.51,1,1,0,190803.37,0
2025,15570932,Pirozzi,666,France,Male,43,7,137780.74,2,1,1,119100.05,1
2025,15644296,Scott,740,France,Female,30,8,105209.54,1,1,0,1852.58,0
2025,15614420,Gerasimova,531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0
2025,15603319,Graham,693,France,Male,29,2,151352.74,1,0,0,197145.89,0
2025,15814816,Kambinachi,466,France,Male,40,4,91592.06,1,1,0,141210.18,1
2025,15724402,Tyler,770,France,Female,30,8,0.0,2,1,0,100557.03,0
2025,15674206,Walker,716,France,Female,22,8,0.0,2,1,1,92606.98,0
2025,15730448,Iroawuchi,538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0
2025,15667742,Vincent,627,Spain,Male,41,5,100880.76,1,0,1,134665.25,0
2025,15708228,Toscani,476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0
2025,15708196,Uchenna,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0
2025,15654230,Miller,526,Germany,Male,31,5,145537.21,1,1,0,132404.64,0
2025,15724536,Chin,560,Spain,Female,28,1,0.0,2,1,1,120880.72,0
2025,15732987,Hs?,721,Spain,Male,43,3,88798.34,1,0,0,45610.63,0
2025,15795224,Wu,760,France,Male,39,6,178585.46,1,1,0,67131.3,1
2025,15617877,Jessop,607,France,Male,44,0,0.0,2,1,1,81140.09,0
2025,15772073,Hodge,664,France,Male,48,10,0.0,1,1,0,140173.17,1
2025,15701537,Ignatiev,756,France,Male,60,2,0.0,1,1,1,166513.49,1
2025,15769596,Yen,710,Germany,Female,24,2,110407.44,2,0,0,15832.43,1
2025,15638003,Komarova,648,Spain,Male,55,1,81370.07,1,0,1,181534.04,0
2025,15753102,Curtis,752,Spain,Male,44,6,83870.33,1,1,0,178722.24,0
2025,15724161,Sutton,644,France,Female,40,9,137285.26,4,1,0,77063.63,1
2025,15794493,Chimaijem,641,Spain,Male,32,7,0.0,2,1,1,24267.28,0
2025,15815236,Chiganu,574,Spain,Male,34,5,0.0,2,0,0,28269.86,0
2025,15791373,Chikezie,850,Germany,Female,35,2,80931.75,1,0,0,12639.67,1
2025,15727467,Mellor,485,France,Female,27,3,0.0,2,1,0,141449.86,0
2025,15734312,Kang,577,Spain,Male,43,6,0.0,2,1,1,149457.81,0
2025,15759684,Ting,528,France,Female,27,7,176227.07,2,0,1,139481.53,0
2025,15609669,Chuang,542,France,Female,39,4,109949.39,2,1,1,41268.65,0
2025,15685536,Chu,552,France,Female,34,5,0.0,2,1,1,1351.41,0
2025,15649668,Wilhelm,637,Germany,Female,36,10,145750.45,2,1,1,96660.76,0
2025,15625395,Chinomso,585,France,Female,28,6,105795.9,1,1,1,41219.09,0
2025,15760570,Stephenson,590,France,Male,32,5,0.0,2,1,0,59249.83,0
2025,15566689,Chimaoke,554,Spain,Male,66,8,0.0,2,1,1,116747.62,0
2025,15736397,Wang,544,France,Male,23,1,96471.2,1,1,0,35550.97,0
2025,15720745,Murray,635,Spain,Male,24,4,140197.18,1,1,1,142935.83,0
2025,15637593,Greco,722,France,Male,20,6,0.0,2,1,0,195486.28,0
2025,15684861,Thomson,726,France,Female,32,8,0.0,2,0,0,185075.63,0
2025,15742204,Hsu,579,Germany,Male,31,6,139729.54,1,0,1,135815.38,0
2025,15695679,Yao,776,Spain,Male,39,2,104349.45,1,0,0,79503.05,0
2025,15713463,Tate,645,Germany,Female,41,2,138881.04,1,1,0,129936.53,1
2025,15785170,Neal,850,Germany,Female,32,0,116968.91,1,0,0,175094.62,0
2025,15693264,Onyinyechukwuka,583,France,Female,29,10,0.0,2,1,1,111285.85,0
2025,15589715,Fulks,584,France,Female,66,5,0.0,1,1,0,49553.38,1
2025,15769902,Christie,679,France,Female,33,6,0.0,2,1,1,98015.85,0
2025,15776844,Hao,762,Spain,Female,19,6,0.0,2,1,0,55500.17,0
2025,15629739,Hartley,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0
2025,15729908,Allan,411,France,Female,36,10,0.0,1,0,0,120694.35,0
2025,15716781,Dolgorukova,815,France,Male,24,7,171922.72,1,0,1,178028.96,0
2025,15721835,Owen,791,Spain,Male,25,7,0.0,1,1,0,89666.28,0
2025,15591279,Nwagugheuzo,734,France,Male,37,3,80387.81,1,0,1,77272.62,0
2025,15606472,Lung,585,France,Female,38,5,0.0,1,1,1,87363.56,0
2025,15778830,Dellucci,841,France,Male,31,2,0.0,2,1,0,173240.52,0
2025,15779744,Chou,537,Spain,Male,30,1,103138.17,1,1,1,96555.42,0
2025,15624755,Pepper,707,Germany,Female,40,3,109628.44,1,1,0,189366.03,0
2025,15708791,Abazu,584,Spain,Male,32,9,85534.83,1,0,0,169137.24,0
2025,15646091,Frankland,560,Spain,Female,43,4,95140.44,2,1,0,123181.44,1
2025,15668521,Jamieson,693,France,Male,37,1,0.0,2,1,1,82867.55,0
2025,15635893,T'ien,693,France,Female,28,8,0.0,2,1,1,158545.25,0
2025,15757632,Hughes-Jones,496,France,Female,41,1,176024.05,2,1,0,182337.98,0
2025,15706071,Hunt,528,Germany,Male,39,0,127631.62,1,0,1,22197.8,1
2025,15801904,Heard,677,Germany,Male,28,0,143988.0,2,1,0,8755.69,1
2025,15630113,Morphett,593,Spain,Male,35,4,161637.75,1,1,1,20008.46,0
2025,15676513,Burns,601,Germany,Male,35,8,71553.83,1,1,0,177384.45,0
2025,15746076,Saunders,506,Spain,Male,50,3,0.0,2,1,0,12016.79,0
2025,15815420,McDaniels,808,Spain,Male,47,8,139196.0,1,0,1,74028.36,0
2025,15659325,Todd,802,Spain,Male,40,5,0.0,2,1,1,175043.69,0
2025,15657439,Chao,738,France,Male,18,4,0.0,2,1,1,47799.15,0
2025,15574122,Tien,817,France,Male,34,5,129278.43,1,0,0,165562.84,0
2025,15660735,T'ang,581,Spain,Female,31,6,0.0,2,1,0,188377.21,0
2025,15631305,Franklin,599,Spain,Female,28,4,126833.79,2,1,0,60843.09,1
2025,15775663,Otitodilichukwu,712,Germany,Male,53,6,134729.99,2,1,1,132702.64,0
2025,15631800,Pagnotto,474,France,Male,37,3,98431.37,1,0,0,75698.44,0
2025,15648320,Heller,658,France,Female,31,7,123974.96,1,1,0,102153.75,0
2025,15572291,Kao,825,France,Male,40,6,132308.22,1,0,0,117122.5,0
2025,15751333,Atkinson,695,France,Female,36,2,0.0,2,0,1,167749.54,0
2025,15713621,Mollison,687,Germany,Male,41,10,134318.21,2,1,1,198064.52,0
2025,15747878,Aiken,739,Spain,Male,60,4,0.0,1,1,1,51637.67,0
2025,15733303,Liu,630,France,Male,67,5,0.0,2,1,1,27330.27,0
2025,15578251,Fang,644,France,Male,37,2,186347.97,2,1,0,92809.73,0
2025,15772573,Simpson,735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0
2025,15721582,Hale,644,Germany,Female,40,4,77270.08,2,1,1,115800.1,1
2025,15601184,Abramovich,604,Spain,Female,26,3,0.0,2,1,0,155248.62,0
2025,15693732,Kilgour,775,France,Female,66,9,0.0,2,1,1,67622.34,0
2025,15765982,Chin,735,France,Male,41,7,74135.85,1,1,1,11783.1,1
2025,15724863,Sheppard,420,Spain,Female,55,4,91893.32,1,1,0,144870.28,1
2025,15618213,Nnanna,674,France,Female,32,7,85757.93,1,1,1,95481.0,0
2025,15780411,Norris,570,France,Female,46,3,0.0,2,0,0,820.46,0
2025,15668460,Bellucci,466,France,Male,29,6,0.0,2,1,1,2797.27,0
2025,15815530,Chin,612,France,Female,42,10,75497.51,1,0,0,149682.78,0
2025,15684103,Mellor,674,France,Female,26,10,0.0,2,1,1,138423.1,0
2025,15654519,Hassall,680,France,Male,31,1,0.0,2,1,1,3148.2,0
2025,15660147,Dore,493,Spain,Male,32,8,46161.18,1,1,1,79577.4,0
2025,15715079,Bold,465,France,Male,41,9,117221.15,1,1,0,168280.95,0
2025,15780925,Tretyakova,625,France,Male,37,1,177069.24,2,1,1,96088.54,0
2025,15778219,Izmailov,790,France,Male,26,5,0.0,1,1,0,20510.79,0
2025,15735632,Williamson,571,France,Male,41,8,0.0,1,1,1,63736.17,0
2025,15745605,Trevisan,722,France,Female,47,2,88011.4,1,1,1,90655.94,1
2025,15801699,Fishbourne,436,Spain,Male,43,5,0.0,2,1,1,35687.43,0
2025,15764654,Zikoranachidimma,649,France,Male,37,9,87374.88,2,1,1,247.36,0
2025,15612092,Palmer,646,Germany,Male,32,8,105397.8,1,1,0,78111.84,1
2025,15700864,Fiorentini,607,France,Female,21,0,0.0,2,1,0,116106.52,0
2025,15722965,Yefimova,757,France,Male,57,3,89079.41,1,1,1,53179.21,1
2025,15737521,Ball,619,Germany,Male,40,9,103604.31,2,0,0,140947.05,0
2025,15789974,Enemuo,713,France,Male,33,6,94598.48,1,0,0,197519.66,1
2025,15713596,Ugochukwu,428,France,Female,62,1,107735.93,1,0,1,58381.77,0
2025,15631339,Adams,791,France,Male,28,4,0.0,1,1,0,174435.48,0
2025,15769586,Horan,820,France,Female,49,1,0.0,2,1,1,119087.25,0
2025,15743582,T'ang,632,France,Female,27,3,107375.82,1,1,1,62703.38,0
2025,15761692,Muir,594,France,Male,40,9,122417.17,2,0,1,190882.69,0
2025,15806956,Iqbal,746,Spain,Male,30,1,112666.67,1,0,0,11710.4,1
2025,15630661,Vasilyev,614,Spain,Female,25,10,75212.28,1,1,0,58965.04,0
2025,15809817,Ch'en,593,Spain,Male,43,10,0.0,2,0,0,53478.02,0
2025,15809137,Sagese,453,France,Male,29,6,0.0,1,0,0,198376.02,1
2025,15765461,Giles,632,Spain,Male,47,3,0.0,2,1,0,178822.32,0
2025,15812324,King,779,France,Male,27,1,0.0,2,1,1,190623.02,0
2025,15806511,Berry,445,Spain,Male,45,10,0.0,2,0,1,90977.48,0
2025,15608166,Fallaci,761,France,Male,36,9,127637.92,1,1,1,81062.93,0
2025,15800814,Palerma,534,France,Male,35,2,81951.74,2,1,0,115668.53,0
2025,15674727,Lazarev,777,France,Female,42,5,147531.82,1,1,1,38819.45,0
2025,15787151,Liao,638,France,Female,34,7,0.0,2,1,1,198969.78,0
2025,15757821,Burgess,771,Spain,Male,18,1,0.0,2,0,0,41542.95,0
2025,15632551,Buccho,625,Germany,Male,31,4,77743.01,2,1,0,75335.68,0
2025,15623712,Coates,453,Spain,Female,42,5,0.0,3,1,0,83008.49,1
2025,15653251,Hickey,408,France,Female,84,8,87873.39,1,0,0,188484.52,1
2025,15632324,Pisani,602,France,Male,59,7,0.0,2,1,1,162347.05,0
2025,15641359,Shao,662,Spain,Female,35,6,0.0,2,0,0,2423.9,1
2025,15647725,Napolitano,675,France,Female,61,5,62055.17,3,1,0,166305.16,1
2025,15626612,Yin,741,Spain,Male,40,4,104784.23,1,1,0,135163.76,1
2025,15651823,Nkemjika,590,France,Female,60,6,147751.75,1,1,0,88206.04,1
2025,15594827,Glasgow,675,France,Male,34,1,124619.33,2,0,1,163667.56,0
2025,15614302,Crotty,699,Germany,Female,31,10,125837.86,2,1,0,189392.66,0
2025,15723263,Cocci,495,Germany,Female,34,9,117160.32,1,1,1,116069.24,1
2025,15803121,Chia,847,France,Male,51,5,97565.74,1,0,0,144184.06,1
2025,15598700,Hysell,676,Spain,Female,30,5,0.0,2,0,1,157888.5,0
2025,15672970,Chigolum,714,Spain,Male,20,3,0.0,2,0,1,150465.93,0
2025,15754267,Fleming,697,Germany,Male,31,3,108805.42,2,0,1,123825.83,0
2025,15635285,Taylor,647,France,Male,28,8,0.0,2,1,1,91055.27,0
2025,15670943,See,778,Germany,Male,31,9,182275.23,2,1,0,190631.23,0
2025,15586629,Campbell,637,France,Male,33,5,0.0,2,1,0,139947.17,0
2025,15664227,Threatt,506,Germany,Male,28,8,53053.76,1,0,1,24577.34,0
2025,15652626,Grave,826,France,Male,55,4,115285.85,1,1,0,140126.17,0
2025,15571958,McIntosh,489,Spain,Male,40,3,221532.8,1,1,0,171867.08,0
2025,15621685,Davies,769,France,Male,29,2,123757.52,2,1,0,84872.66,0
2025,15578369,Chiedozie,652,Germany,Female,37,9,145219.3,1,1,0,159132.83,0
2025,15707199,Cooper,643,France,Male,36,0,148159.71,1,0,0,55835.66,0
2025,15632079,Hardy,720,Germany,Female,37,8,156282.79,1,1,0,45985.52,0
2025,15573599,Adamson,506,France,Female,57,6,0.0,2,0,1,194421.12,1
2025,15772528,Mishin,750,France,Female,47,7,121376.15,2,1,0,54473.6,1
2025,15755798,Feng,610,France,Male,33,4,111582.11,1,0,0,113943.17,0
2025,15711716,Ferguson,580,France,Female,56,1,131368.3,1,1,0,106918.67,1
2025,15750867,Nucci,489,Germany,Female,46,8,92060.06,1,1,0,147222.95,1
2025,15609475,Ricci,604,Spain,Female,39,7,98544.11,1,1,1,52327.57,0
2025,15738291,Nevzorova,671,France,Female,48,8,115713.84,2,0,0,83210.84,0
2025,15794841,Kung,739,Spain,Male,19,5,89750.21,1,1,0,193008.52,0
2025,15684696,Lei,560,Spain,Female,26,3,116576.45,1,1,0,157567.37,0
2025,15629846,Sheehan,827,Germany,Female,47,8,143001.5,2,1,0,108977.5,0
2025,15730469,Anenechi,663,Spain,Male,31,4,103430.11,2,0,1,36479.27,0
2025,15684367,Chigbogu,555,Spain,Male,27,5,0.0,2,0,0,96398.51,0
2025,15603665,Colombo,638,Germany,Female,39,0,122501.28,2,1,1,95007.8,0
2025,15626233,Onyekachi,593,France,Female,32,3,0.0,2,1,1,151978.36,0
2025,15691703,Shih,545,France,Male,47,8,105792.49,1,0,1,67830.2,1
2025,15654341,Chao,542,France,Male,34,8,101116.06,1,1,0,196395.05,0
2025,15632365,Booth,542,Germany,Male,33,8,142871.27,2,0,0,77737.86,0
2025,15602124,Badgery,731,France,Male,30,7,0.0,2,1,1,184581.68,0
2025,15664668,Zarate,534,France,Female,42,9,144801.97,1,0,1,12483.39,1
2025,15748696,Page,733,France,Male,42,9,150507.21,1,0,1,169964.12,0
2025,15576185,Sinclair,653,France,Male,29,2,0.0,2,1,1,41671.81,0
2025,15660809,Loving,850,France,Male,28,4,0.0,2,1,1,12409.01,0
2025,15706904,Robertson,750,France,Male,43,6,113882.31,1,1,1,74564.41,0
2025,15749693,Ugonnatubelum,658,France,Female,32,9,0.0,2,1,0,156774.75,0
2025,15791743,Corbett,727,France,Male,32,1,59271.82,1,1,1,46019.43,0
2025,15796480,Reilly,687,France,Female,31,2,0.0,2,0,1,145411.39,0
2025,15609458,Vincent,797,France,Male,30,10,69413.44,1,1,1,74637.57,0
2025,15593897,Carr,650,Spain,Male,25,7,160599.06,2,1,1,28391.52,0
2025,15727197,Pinto,576,France,Female,52,9,170228.59,2,0,0,148477.57,1
2025,15626806,Labrador,668,France,Female,32,2,0.0,2,1,1,40652.33,0
